,team_member_id,department,years_employeed,employee_level,team_leader,access_level
9766,9766,Data Science,-1,senior,0,N/A
20954,20954,Data Science,1,,0,level_5
26821,26821,IT,9,associate,0,
18083,18083,IT,5,specialist,0,level_2
14567,14567,IT,2,senior,0,level_4
5731,5731,N/A,1,N/A,0,level_3
13384,13384,Data Science,0,,0,N/A
4737,4737,Human Resources,9,associate,0,level_4
26348,26348,,3,N/A,0,level_3
19558,19558,Data Science,0,N/A,0,level_1
7649,7649,Human Resources,7,specialist,0,level_2
23164,23164,Human Resources,9,specialist,0,level_5
12423,12423,Data Science,6,N/A,0,level_1
12206,12206,Operation Research,8,junior,0,level_1
29198,29198,Operation Research,6,N/A,0,level_3
13224,13224,Product Management,9,associate,0,level_5
9255,9255,IT,4,associate,1,level_3
8352,8352,Operation Research,8,N/A,0,level_5
12798,12798,Operation Research,7,senior,0,level_1
11356,11356,,3,specialist,0,N/A
25159,25159,Customer Support,7,N/A,0,
24507,24507,IT,2,associate,0,
29960,29960,Human Resources,9,senior,1,level_3
29658,29658,Human Resources,2,N/A,1,level_3
8374,8374,Human Resources,9,N/A,0,level_1
11083,11083,Product Management,6,associate,0,level_3
724,724,Data Science,-1,associate,0,level_5
12045,12045,,8,specialist,0,N/A
28099,28099,IT,5,,0,level_1
3564,3564,IT,8,,0,level_4
16224,16224,Customer Support,8,junior,0,level_5
4225,4225,Human Resources,7,,0,
12168,12168,N/A,999,junior,0,level_4
1414,1414,Data Science,1,specialist,1,
14765,14765,N/A,1,associate,0,
14189,14189,Product Management,5,N/A,0,
25526,25526,Human Resources,7,junior,0,N/A
26352,26352,Operation Research,999,junior,0,level_3
18946,18946,Operation Research,0,specialist,0,level_5
19873,19873,Operation Research,6,senior,0,level_5
13686,13686,Customer Support,0,N/A,1,N/A
25732,25732,Data Science,3,associate,0,N/A
552,552,Customer Support,9,,1,level_5
22851,22851,Customer Support,-1,junior,0,level_2
5087,5087,,-1,junior,0,level_3
27930,27930,Customer Support,3,specialist,0,level_1
19900,19900,Data Science,8,,0,
14748,14748,Human Resources,9,N/A,0,level_4
7039,7039,,6,N/A,0,
17566,17566,N/A,4,N/A,0,level_5
10917,10917,Customer Support,8,junior,0,level_3
15629,15629,N/A,4,associate,0,level_1
9268,9268,Human Resources,2,associate,0,N/A
14338,14338,Customer Support,6,,0,level_1
8150,8150,Data Science,999,specialist,0,N/A
12308,12308,Data Science,6,senior,0,level_4
10355,10355,,8,N/A,0,level_3
15249,15249,,5,junior,0,N/A
16988,16988,Product Management,1,senior,0,level_2
27219,27219,Customer Support,5,junior,1,level_3
13908,13908,Data Science,4,senior,1,level_1
22171,22171,N/A,6,associate,0,level_3
14172,14172,Operation Research,8,associate,0,level_5
22555,22555,Data Science,7,N/A,0,level_4
388,388,,5,senior,0,level_1
15776,15776,Data Science,5,,0,N/A
14113,14113,Customer Support,8,specialist,0,level_1
24370,24370,,2,junior,1,level_5
12387,12387,Customer Support,3,specialist,1,level_4
11513,11513,Human Resources,4,senior,0,level_1
10521,10521,Operation Research,7,specialist,0,level_4
12035,12035,,9,N/A,0,level_1
7901,7901,Product Management,4,N/A,1,level_1
25401,25401,Product Management,0,N/A,0,level_2
28180,28180,Product Management,-1,junior,0,level_2
21699,21699,Customer Support,7,N/A,0,level_3
23313,23313,IT,0,associate,0,level_2
1479,1479,Product Management,1,specialist,0,level_2
21146,21146,Operation Research,3,,0,level_5
17659,17659,IT,2,N/A,0,level_2
8538,8538,,3,associate,0,level_4
24846,24846,Customer Support,0,senior,0,level_4
20142,20142,Customer Support,1,specialist,0,
4573,4573,Operation Research,7,associate,1,level_3
22899,22899,Product Management,3,senior,0,level_2
11674,11674,Data Science,7,junior,0,level_4
1452,1452,Customer Support,1,junior,0,level_5
2071,2071,IT,5,associate,1,N/A
12647,12647,Product Management,0,senior,0,level_3
13876,13876,Human Resources,4,N/A,0,level_4
29175,29175,Human Resources,6,,0,level_4
2851,2851,Human Resources,4,specialist,0,level_5
27609,27609,IT,-1,senior,0,level_1
26913,26913,Customer Support,999,junior,0,N/A
4441,4441,Operation Research,999,senior,0,level_4
29552,29552,,4,,0,level_3
21371,21371,Operation Research,3,junior,0,level_4
26736,26736,N/A,4,,0,level_4
5256,5256,Product Management,999,junior,1,N/A
14467,14467,Operation Research,4,,0,
19290,19290,Human Resources,9,N/A,0,N/A
1662,1662,Human Resources,-1,specialist,0,level_2
22967,22967,Operation Research,7,,0,level_3
23458,23458,,999,senior,1,level_5
13044,13044,IT,8,associate,0,N/A
26471,26471,IT,8,,0,level_2
23320,23320,,9,junior,0,N/A
21229,21229,Product Management,999,senior,0,level_1
3469,3469,IT,4,junior,0,level_2
29765,29765,N/A,9,N/A,0,level_4
3128,3128,N/A,1,senior,0,level_3
12693,12693,Product Management,3,junior,1,level_2
10176,10176,Customer Support,9,specialist,1,level_3
38,38,IT,1,,0,N/A
14365,14365,Data Science,2,N/A,0,level_1
19595,19595,,4,senior,0,N/A
19206,19206,Operation Research,5,specialist,0,level_2
1790,1790,IT,0,junior,0,N/A
4439,4439,Data Science,5,senior,0,N/A
24362,24362,Product Management,9,N/A,0,level_1
18150,18150,Data Science,9,,0,level_5
22354,22354,,2,,0,level_3
20812,20812,Operation Research,6,specialist,0,
11903,11903,N/A,6,junior,0,level_3
18271,18271,N/A,9,junior,0,level_1
23355,23355,Human Resources,5,junior,0,level_2
9588,9588,IT,2,specialist,1,N/A
8840,8840,N/A,0,associate,0,level_1
10886,10886,Human Resources,6,associate,0,N/A
8762,8762,Data Science,4,associate,0,level_5
5368,5368,IT,2,N/A,0,level_5
10898,10898,Product Management,9,specialist,0,level_2
21372,21372,Customer Support,8,associate,0,level_5
12568,12568,,5,N/A,0,level_3
1710,1710,Data Science,0,N/A,0,
29821,29821,Data Science,5,senior,0,level_1
9209,9209,N/A,3,,0,N/A
25091,25091,Product Management,5,N/A,0,level_5
28736,28736,,4,junior,0,level_4
22295,22295,,8,associate,0,N/A
8325,8325,Operation Research,6,associate,0,level_5
13091,13091,Human Resources,1,N/A,0,
18536,18536,N/A,9,N/A,0,N/A
13781,13781,IT,0,junior,0,N/A
10936,10936,Product Management,4,senior,0,
20891,20891,Operation Research,8,associate,0,level_3
11405,11405,IT,3,senior,0,level_4
15132,15132,N/A,2,,0,level_4
8723,8723,Product Management,7,specialist,0,level_4
17600,17600,Product Management,8,junior,1,level_2
7535,7535,Data Science,4,specialist,1,level_4
28599,28599,Data Science,6,junior,0,level_5
9632,9632,Human Resources,4,senior,0,level_2
7989,7989,N/A,5,specialist,0,level_5
24741,24741,Product Management,3,,0,
16547,16547,,1,N/A,0,level_3
27073,27073,Human Resources,3,junior,0,
25898,25898,IT,2,senior,0,level_3
10501,10501,IT,1,junior,0,level_2
22735,22735,,9,specialist,0,
19857,19857,Customer Support,5,N/A,0,level_2
23436,23436,,3,,0,level_4
333,333,IT,1,senior,0,level_4
9401,9401,Product Management,7,associate,0,N/A
28335,28335,Operation Research,1,N/A,0,level_1
16498,16498,IT,2,junior,0,N/A
5223,5223,IT,4,specialist,0,level_4
27982,27982,,9,senior,0,level_3
4307,4307,Customer Support,999,senior,0,level_4
25374,25374,Human Resources,9,junior,1,level_4
6274,6274,,1,junior,0,level_5
28922,28922,N/A,8,specialist,0,
17079,17079,Product Management,999,associate,0,level_4
27356,27356,Operation Research,0,,0,
22236,22236,Human Resources,3,associate,0,level_2
5713,5713,N/A,9,,0,level_4
27252,27252,Operation Research,2,senior,0,level_5
5631,5631,N/A,4,,1,level_4
12184,12184,Customer Support,-1,N/A,0,level_2
18249,18249,Data Science,5,associate,0,level_2
19506,19506,Human Resources,1,associate,0,level_1
24917,24917,IT,5,senior,0,level_4
22088,22088,IT,3,associate,0,level_5
4109,4109,IT,8,senior,0,level_3
14139,14139,N/A,-1,N/A,0,level_1
20565,20565,IT,2,specialist,0,level_2
10781,10781,Customer Support,7,senior,0,N/A
8017,8017,Customer Support,2,N/A,1,
21216,21216,Product Management,0,associate,0,level_1
786,786,IT,0,,0,level_3
26896,26896,Human Resources,4,N/A,0,level_3
545,545,Customer Support,2,junior,1,level_1
29555,29555,N/A,7,associate,0,N/A
267,267,Operation Research,8,N/A,0,level_3
11735,11735,IT,8,N/A,1,N/A
18827,18827,N/A,8,,0,N/A
219,219,Operation Research,8,associate,0,level_1
16365,16365,Product Management,8,specialist,1,
13540,13540,,5,N/A,0,level_2
7783,7783,IT,6,associate,0,level_5
20177,20177,Data Science,5,,1,level_4
4297,4297,Customer Support,3,specialist,0,level_4
12753,12753,Product Management,999,senior,0,level_1
16381,16381,N/A,6,N/A,0,level_5
11038,11038,Operation Research,-1,junior,0,level_4
8689,8689,Data Science,6,N/A,0,level_1
17771,17771,N/A,0,specialist,0,N/A
2863,2863,,8,junior,0,
19621,19621,Operation Research,7,junior,1,level_4
5116,5116,IT,0,junior,0,
21560,21560,IT,2,,0,N/A
26982,26982,N/A,9,N/A,0,
20802,20802,Product Management,-1,N/A,0,
6569,6569,Customer Support,2,N/A,0,level_3
16072,16072,Human Resources,4,N/A,0,
25959,25959,IT,9,specialist,0,N/A
21418,21418,,9,N/A,0,level_1
4401,4401,Customer Support,9,associate,0,level_4
9,9,N/A,9,senior,0,N/A
13450,13450,N/A,6,,0,level_1
27229,27229,Customer Support,0,specialist,0,level_5
19653,19653,N/A,0,N/A,0,level_5
28331,28331,Operation Research,6,senior,0,N/A
16906,16906,,-1,junior,0,level_3
18812,18812,Product Management,0,specialist,0,level_1
8351,8351,N/A,8,junior,0,level_3
15074,15074,Customer Support,2,associate,0,level_2
23187,23187,Data Science,8,,0,level_2
25510,25510,,2,,0,level_4
11921,11921,Product Management,8,specialist,0,level_3
26955,26955,Product Management,2,N/A,0,level_1
7491,7491,Human Resources,999,senior,0,level_3
17512,17512,Operation Research,999,junior,0,level_1
1487,1487,Human Resources,6,specialist,0,level_4
16587,16587,IT,6,,0,
9097,9097,Data Science,7,senior,0,N/A
18230,18230,Data Science,7,N/A,0,N/A
18766,18766,Human Resources,999,associate,1,level_1
5513,5513,Human Resources,8,N/A,1,N/A
18570,18570,,1,senior,0,level_1
17528,17528,Data Science,3,N/A,0,level_3
6130,6130,,3,associate,0,
19792,19792,Product Management,7,senior,1,level_4
2322,2322,Operation Research,9,,0,level_2
16911,16911,Operation Research,5,,0,level_2
4565,4565,Human Resources,2,associate,0,level_1
4034,4034,Human Resources,9,specialist,0,N/A
22163,22163,Human Resources,7,,0,level_5
2220,2220,IT,9,senior,0,level_3
9799,9799,N/A,999,junior,0,level_1
12718,12718,Customer Support,0,N/A,0,level_1
23090,23090,Human Resources,7,N/A,0,level_3
29696,29696,,3,senior,1,level_2
9495,9495,Human Resources,7,N/A,0,level_3
22484,22484,Human Resources,0,junior,0,level_3
18480,18480,IT,3,N/A,0,level_2
27092,27092,Operation Research,4,senior,1,N/A
11394,11394,Human Resources,999,junior,0,N/A
6943,6943,Operation Research,9,,0,level_2
4112,4112,Product Management,8,associate,0,level_4
16722,16722,Operation Research,4,N/A,1,N/A
27886,27886,Customer Support,2,associate,1,level_3
4541,4541,Customer Support,999,senior,0,level_4
16588,16588,Product Management,999,N/A,0,level_2
20055,20055,IT,1,senior,0,
16241,16241,N/A,9,junior,0,level_3
1098,1098,Data Science,9,junior,0,level_3
10816,10816,Human Resources,-1,junior,0,level_2
25961,25961,Product Management,7,,0,N/A
16286,16286,N/A,9,N/A,0,level_1
12689,12689,Data Science,5,senior,0,level_4
27834,27834,N/A,6,associate,0,
24178,24178,Product Management,8,junior,0,level_3
20052,20052,Human Resources,7,senior,0,level_4
15248,15248,N/A,999,senior,0,
19533,19533,IT,4,senior,0,
3536,3536,Data Science,7,N/A,0,N/A
21686,21686,Data Science,9,N/A,1,level_2
6118,6118,Customer Support,8,,0,
23162,23162,IT,7,specialist,0,level_1
7263,7263,Customer Support,2,senior,0,level_5
1210,1210,Product Management,1,associate,1,N/A
17620,17620,Operation Research,5,senior,0,level_1
19005,19005,Human Resources,9,senior,0,level_1
26138,26138,,1,N/A,0,level_5
12712,12712,,4,junior,0,level_4
19209,19209,IT,999,junior,0,N/A
10632,10632,Human Resources,2,associate,1,level_2
21722,21722,Operation Research,9,specialist,0,level_5
1458,1458,Operation Research,8,,0,level_5
29028,29028,,8,N/A,0,level_1
24291,24291,Data Science,2,N/A,0,
940,940,Human Resources,-1,N/A,0,level_3
7220,7220,N/A,9,N/A,0,level_2
3881,3881,N/A,3,senior,0,level_3
3687,3687,IT,1,associate,0,level_4
26881,26881,IT,1,N/A,0,level_5
27254,27254,IT,1,junior,0,N/A
20620,20620,Human Resources,7,N/A,0,level_3
16510,16510,,6,specialist,0,level_1
26390,26390,Human Resources,0,associate,0,N/A
1430,1430,,3,associate,0,level_5
5594,5594,Customer Support,3,senior,0,N/A
10524,10524,N/A,2,specialist,0,level_3
12138,12138,Product Management,999,,0,
25723,25723,Customer Support,3,junior,0,level_5
9549,9549,,9,,0,level_4
26543,26543,Data Science,4,N/A,1,N/A
8342,8342,Product Management,7,senior,0,N/A
21814,21814,,0,,0,level_1
25413,25413,,4,N/A,1,level_2
16636,16636,Operation Research,7,specialist,0,level_2
13708,13708,,0,junior,0,N/A
1999,1999,Operation Research,7,specialist,0,N/A
12500,12500,IT,-1,senior,0,level_3
28899,28899,IT,5,junior,1,level_3
22862,22862,Customer Support,2,specialist,0,
13331,13331,Product Management,0,associate,0,level_4
10315,10315,IT,9,specialist,0,level_1
16589,16589,,0,,0,level_4
23273,23273,Operation Research,9,senior,0,N/A
23282,23282,Data Science,2,associate,0,level_2
9915,9915,Operation Research,7,senior,1,level_4
7115,7115,Customer Support,8,associate,0,level_5
5688,5688,Product Management,2,N/A,0,level_2
10450,10450,Operation Research,6,senior,0,
19153,19153,IT,-1,junior,0,level_5
17824,17824,Operation Research,-1,associate,0,
8597,8597,,4,,0,level_3
29818,29818,N/A,3,associate,0,level_5
2516,2516,Customer Support,4,junior,0,level_3
26497,26497,Human Resources,6,senior,0,level_4
11880,11880,Product Management,4,N/A,1,level_2
14651,14651,N/A,5,senior,1,level_4
5880,5880,IT,3,associate,0,N/A
6474,6474,Data Science,3,associate,0,level_4
12523,12523,,3,junior,0,level_4
13267,13267,Human Resources,7,junior,0,level_5
4874,4874,Customer Support,0,junior,0,level_3
19673,19673,Data Science,6,senior,0,
10533,10533,N/A,1,N/A,1,
24421,24421,Operation Research,7,specialist,0,level_4
27691,27691,,9,specialist,0,level_3
2507,2507,N/A,6,specialist,1,
15506,15506,Operation Research,0,specialist,0,N/A
22721,22721,,2,N/A,0,
1384,1384,,3,senior,0,level_1
23922,23922,Human Resources,5,junior,1,level_4
14135,14135,,1,junior,0,level_1
5474,5474,IT,4,,0,level_3
12950,12950,Human Resources,6,junior,0,N/A
17555,17555,Data Science,5,,0,level_1
21028,21028,N/A,1,associate,0,level_1
3135,3135,N/A,-1,senior,0,level_3
27832,27832,Data Science,8,,0,level_4
25613,25613,Customer Support,7,junior,0,level_2
26903,26903,N/A,1,specialist,0,level_3
26599,26599,IT,9,junior,1,level_1
19328,19328,IT,1,senior,0,N/A
26338,26338,IT,1,specialist,0,level_2
23115,23115,Customer Support,1,associate,0,level_3
13134,13134,Operation Research,6,associate,0,level_1
12936,12936,Human Resources,3,associate,0,level_4
20762,20762,Customer Support,7,,0,N/A
10321,10321,Data Science,3,junior,0,level_3
7664,7664,Customer Support,-1,N/A,0,level_4
15846,15846,IT,2,N/A,0,level_3
8383,8383,,8,specialist,0,N/A
17945,17945,IT,1,,0,N/A
13462,13462,IT,1,specialist,0,
2546,2546,Product Management,9,senior,0,level_1
18094,18094,Data Science,1,junior,0,N/A
45,45,Human Resources,9,,0,level_3
5819,5819,IT,4,senior,0,level_5
27293,27293,,999,senior,0,level_5
4271,4271,Human Resources,7,junior,0,level_4
29912,29912,Customer Support,4,junior,0,level_4
12357,12357,Customer Support,7,junior,0,level_3
10757,10757,Data Science,5,associate,0,level_3
26246,26246,,-1,N/A,1,level_2
14389,14389,Operation Research,3,,1,level_4
11357,11357,,-1,associate,1,level_3
6470,6470,Human Resources,7,,0,N/A
27205,27205,Operation Research,8,associate,0,level_1
23786,23786,Operation Research,2,specialist,1,level_2
21325,21325,Operation Research,2,senior,0,level_5
10388,10388,Customer Support,5,associate,1,
8445,8445,Operation Research,1,senior,0,level_2
3655,3655,,1,junior,0,N/A
13397,13397,Data Science,7,junior,0,level_4
24843,24843,,-1,associate,0,level_5
25010,25010,Product Management,3,junior,0,
28386,28386,Product Management,3,junior,0,
9654,9654,Human Resources,3,senior,0,level_1
17034,17034,Product Management,9,specialist,0,
4498,4498,Data Science,9,specialist,1,
25426,25426,N/A,9,,0,N/A
217,217,Human Resources,3,specialist,0,N/A
20677,20677,Customer Support,1,N/A,0,
22960,22960,Customer Support,5,senior,0,
17038,17038,Product Management,8,associate,1,level_1
20396,20396,Product Management,999,junior,0,level_3
4653,4653,Data Science,5,senior,0,
13130,13130,Operation Research,999,senior,0,level_4
8849,8849,Product Management,3,N/A,0,level_5
12630,12630,Human Resources,2,junior,0,
22925,22925,Human Resources,3,junior,0,level_3
19938,19938,Operation Research,7,junior,0,level_2
18157,18157,Human Resources,-1,specialist,0,level_1
6931,6931,IT,7,N/A,0,level_2
10187,10187,Human Resources,6,associate,0,level_1
9129,9129,IT,3,N/A,0,
7186,7186,IT,3,junior,0,level_5
16276,16276,Product Management,0,specialist,0,level_5
11563,11563,,3,junior,0,N/A
29530,29530,Human Resources,3,N/A,0,level_1
663,663,N/A,2,,0,level_4
1297,1297,Operation Research,1,,0,
19297,19297,N/A,5,N/A,0,
18876,18876,Data Science,5,specialist,0,level_1
27479,27479,Data Science,1,specialist,1,N/A
25061,25061,Customer Support,6,specialist,0,level_2
2333,2333,,999,junior,0,level_5
5882,5882,N/A,4,senior,0,level_2
1946,1946,Customer Support,5,,1,level_4
10377,10377,Human Resources,5,junior,0,N/A
14721,14721,IT,1,associate,0,level_4
27828,27828,Operation Research,9,senior,0,level_2
23921,23921,Operation Research,8,N/A,1,level_2
11461,11461,Data Science,5,junior,0,level_4
15138,15138,IT,5,associate,1,level_3
1593,1593,Product Management,8,associate,1,level_2
22083,22083,Product Management,5,associate,0,level_3
20217,20217,N/A,3,,0,level_3
12807,12807,Data Science,0,,0,level_1
27585,27585,Data Science,1,junior,0,level_3
17380,17380,Data Science,1,specialist,0,level_1
18412,18412,Operation Research,9,junior,0,level_2
3726,3726,Human Resources,1,senior,0,level_1
29921,29921,Human Resources,9,N/A,0,level_1
12551,12551,Human Resources,5,,1,level_1
6862,6862,Product Management,2,N/A,1,level_2
5142,5142,Human Resources,6,N/A,1,level_5
6160,6160,Customer Support,2,junior,0,
16069,16069,,9,specialist,0,level_3
15491,15491,IT,4,,0,level_5
11110,11110,Operation Research,8,senior,1,level_4
26007,26007,Operation Research,7,junior,0,
20652,20652,IT,1,senior,0,
6327,6327,IT,6,specialist,0,level_2
26179,26179,Customer Support,3,senior,0,level_5
29219,29219,Data Science,4,specialist,0,N/A
29292,29292,,2,senior,0,level_2
1412,1412,N/A,3,associate,0,N/A
4730,4730,Data Science,5,N/A,1,level_5
6596,6596,Human Resources,1,specialist,0,N/A
28884,28884,Product Management,0,,0,level_3
19803,19803,IT,6,junior,0,N/A
27441,27441,Operation Research,9,,0,level_3
21685,21685,IT,5,specialist,0,level_3
29542,29542,Customer Support,999,,0,N/A
25924,25924,Data Science,1,,0,level_4
767,767,Data Science,2,,0,level_4
29140,29140,IT,3,senior,1,level_3
7881,7881,Data Science,0,associate,0,N/A
1241,1241,,3,,0,
9602,9602,,7,senior,0,level_5
22091,22091,Operation Research,-1,senior,0,level_1
5711,5711,Data Science,8,,0,level_5
13013,13013,N/A,2,associate,0,
1175,1175,Product Management,2,associate,1,level_1
24192,24192,,0,associate,0,level_3
24363,24363,IT,2,specialist,1,level_1
1385,1385,Human Resources,999,specialist,0,
6256,6256,N/A,1,N/A,1,level_3
18519,18519,Operation Research,0,,1,level_1
12244,12244,N/A,-1,senior,0,
3868,3868,Operation Research,9,N/A,1,N/A
17406,17406,Customer Support,4,junior,0,level_4
24921,24921,Operation Research,1,specialist,0,
26156,26156,Customer Support,999,specialist,0,
22164,22164,Operation Research,8,junior,1,
10362,10362,Customer Support,4,senior,0,level_4
26394,26394,Product Management,6,associate,0,N/A
8230,8230,Customer Support,8,junior,0,
785,785,,4,senior,0,level_1
29831,29831,Human Resources,3,senior,0,level_5
16234,16234,Human Resources,3,N/A,0,level_4
17382,17382,N/A,0,junior,0,
16790,16790,,2,junior,0,
15016,15016,N/A,8,specialist,0,level_2
12808,12808,Product Management,2,senior,0,level_2
6234,6234,Data Science,2,,0,level_3
5028,5028,Operation Research,3,associate,0,level_1
29509,29509,Data Science,9,associate,0,level_1
9765,9765,Product Management,5,junior,1,level_2
25344,25344,Product Management,1,junior,0,level_1
29371,29371,Data Science,8,senior,0,level_5
25955,25955,Human Resources,0,N/A,0,level_3
7179,7179,IT,0,specialist,0,level_5
3928,3928,IT,5,specialist,0,level_1
26273,26273,Data Science,3,specialist,1,level_3
26117,26117,Human Resources,6,N/A,0,level_1
20568,20568,,999,junior,0,level_5
23559,23559,Human Resources,7,associate,0,level_1
4806,4806,Operation Research,2,specialist,0,level_2
4241,4241,Human Resources,6,associate,0,level_1
18707,18707,,0,,0,level_5
14461,14461,,7,N/A,0,level_2
17332,17332,Product Management,8,,0,N/A
22969,22969,,999,N/A,0,level_3
24277,24277,,8,,0,
20320,20320,Product Management,0,N/A,0,level_2
27524,27524,Human Resources,-1,specialist,0,N/A
15815,15815,Product Management,0,junior,0,
13257,13257,Data Science,999,,0,level_2
23149,23149,Data Science,3,specialist,1,level_2
6697,6697,N/A,4,specialist,0,N/A
10787,10787,Product Management,9,junior,0,
9126,9126,Human Resources,6,N/A,0,level_2
26370,26370,Data Science,5,senior,0,level_1
9371,9371,Data Science,0,senior,0,level_5
9014,9014,Human Resources,7,junior,0,level_1
25509,25509,IT,4,N/A,0,level_5
7320,7320,N/A,1,associate,0,N/A
8166,8166,Customer Support,8,junior,1,level_2
16373,16373,Human Resources,3,senior,0,level_2
11758,11758,Data Science,3,,0,
29736,29736,IT,999,specialist,0,
13494,13494,Data Science,4,N/A,0,N/A
11238,11238,IT,-1,,0,level_4
18681,18681,Product Management,-1,specialist,0,
7140,7140,N/A,8,junior,0,
21456,21456,Customer Support,0,associate,0,level_2
8797,8797,Operation Research,1,junior,0,level_4
20512,20512,,9,specialist,0,level_2
14156,14156,Customer Support,4,,0,N/A
16804,16804,Product Management,3,N/A,0,level_4
28842,28842,Product Management,4,,0,level_4
4568,4568,Data Science,8,N/A,0,level_1
24254,24254,N/A,2,junior,0,level_2
22444,22444,Product Management,1,junior,0,level_3
19154,19154,Data Science,1,senior,0,level_3
17574,17574,Data Science,9,N/A,1,level_2
13948,13948,N/A,6,specialist,0,
4077,4077,Customer Support,4,,0,level_5
28156,28156,Product Management,0,junior,1,level_3
13743,13743,Product Management,2,specialist,1,level_5
6015,6015,Data Science,3,associate,0,level_2
6409,6409,Customer Support,2,,0,level_5
9576,9576,N/A,7,junior,0,level_4
19119,19119,Data Science,6,senior,0,
4746,4746,Human Resources,7,N/A,0,level_4
7282,7282,Product Management,6,associate,0,level_2
8507,8507,,1,junior,0,level_2
17353,17353,Human Resources,6,senior,0,level_4
26997,26997,Customer Support,5,specialist,1,
21475,21475,Human Resources,2,senior,0,level_2
7631,7631,N/A,3,senior,1,N/A
6298,6298,N/A,5,specialist,1,level_5
13526,13526,Data Science,3,N/A,0,level_5
28973,28973,N/A,-1,N/A,0,level_4
20814,20814,Data Science,1,N/A,0,level_1
24468,24468,Customer Support,3,,0,N/A
21708,21708,,7,junior,0,level_3
23416,23416,Human Resources,6,N/A,1,level_5
13990,13990,IT,9,senior,0,
11645,11645,Customer Support,6,N/A,0,level_1
10525,10525,N/A,6,junior,0,level_3
6853,6853,Customer Support,0,senior,0,level_5
12345,12345,Data Science,1,associate,0,level_3
28636,28636,Operation Research,8,senior,1,level_3
29411,29411,N/A,0,junior,0,level_1
18321,18321,Operation Research,5,,0,level_5
5434,5434,Product Management,999,N/A,0,level_2
225,225,,-1,,0,level_2
17995,17995,Operation Research,5,,0,level_2
3464,3464,Operation Research,6,N/A,0,level_3
12008,12008,IT,-1,,0,level_1
26690,26690,Human Resources,7,,0,level_1
8141,8141,Operation Research,2,specialist,0,level_3
27711,27711,Data Science,4,,1,level_3
5433,5433,Product Management,9,specialist,1,N/A
9585,9585,Operation Research,8,N/A,0,
26689,26689,N/A,6,specialist,0,level_4
21001,21001,,8,N/A,0,
7541,7541,,7,,1,level_2
1055,1055,Data Science,8,senior,0,level_2
18037,18037,,7,junior,0,level_3
10511,10511,,2,junior,0,level_4
18574,18574,Operation Research,1,,0,level_4
929,929,N/A,4,N/A,0,
23369,23369,Operation Research,3,senior,0,N/A
22878,22878,IT,9,,0,level_1
16392,16392,,2,,1,level_1
25059,25059,,3,associate,0,level_2
22879,22879,Product Management,-1,specialist,0,level_5
10153,10153,IT,0,,0,level_5
18780,18780,Product Management,7,specialist,0,level_5
4781,4781,,7,,0,level_3
28153,28153,N/A,9,,0,level_4
17655,17655,Product Management,6,specialist,0,level_3
3912,3912,Operation Research,4,junior,0,level_1
28169,28169,Data Science,0,senior,0,level_4
23257,23257,N/A,6,senior,0,level_4
1345,1345,Customer Support,8,senior,0,level_3
16407,16407,Data Science,3,specialist,0,level_5
19000,19000,N/A,5,senior,0,N/A
25343,25343,Customer Support,6,senior,0,level_2
7199,7199,Data Science,-1,N/A,0,level_4
29979,29979,Operation Research,0,N/A,0,level_2
13431,13431,Customer Support,3,senior,0,level_5
12470,12470,Product Management,5,associate,0,level_5
24861,24861,IT,7,senior,0,level_1
19869,19869,Customer Support,1,senior,0,level_3
19357,19357,Product Management,3,specialist,0,level_4
275,275,Product Management,7,specialist,0,level_1
7265,7265,Data Science,9,,0,level_4
17953,17953,Data Science,3,senior,0,level_5
21304,21304,Data Science,6,N/A,0,level_1
23522,23522,,9,specialist,0,level_5
4904,4904,Data Science,3,specialist,0,
24990,24990,,6,specialist,1,level_5
28095,28095,,0,specialist,0,level_5
4423,4423,IT,1,junior,0,N/A
4943,4943,Human Resources,9,associate,0,level_2
12154,12154,Human Resources,2,junior,0,N/A
23113,23113,Product Management,7,senior,0,level_5
26584,26584,Product Management,4,specialist,1,level_5
26975,26975,Customer Support,9,junior,0,N/A
9210,9210,Operation Research,0,N/A,0,level_1
13016,13016,,9,junior,0,level_1
25452,25452,Human Resources,5,junior,0,level_4
12439,12439,N/A,9,senior,0,level_4
27212,27212,N/A,5,senior,0,N/A
28075,28075,Operation Research,7,senior,1,N/A
14321,14321,Data Science,9,junior,0,N/A
5164,5164,Human Resources,9,junior,1,level_2
12015,12015,N/A,2,specialist,0,level_3
19813,19813,IT,1,,0,level_1
7528,7528,N/A,9,senior,0,level_4
27591,27591,IT,999,N/A,0,level_2
10443,10443,N/A,4,associate,0,level_5
7200,7200,Operation Research,4,associate,1,level_5
5470,5470,Product Management,5,specialist,0,level_2
7150,7150,Data Science,0,junior,1,level_5
11481,11481,IT,0,,0,N/A
28855,28855,Human Resources,2,,0,level_4
14938,14938,Human Resources,5,senior,0,
6347,6347,Data Science,999,,0,N/A
7285,7285,Data Science,7,senior,1,level_5
11434,11434,Product Management,4,junior,0,level_2
21181,21181,Product Management,7,N/A,0,level_1
25702,25702,Customer Support,2,senior,0,level_5
24097,24097,Product Management,2,N/A,0,
27967,27967,Data Science,-1,specialist,0,
16884,16884,N/A,999,,0,level_1
2604,2604,Operation Research,8,junior,0,
25325,25325,Customer Support,4,specialist,0,
9250,9250,Operation Research,999,junior,0,N/A
4372,4372,Data Science,4,junior,0,N/A
